Province,District,Gender,Age,Disability,Orphan,Poverty Level,School Level,School Type,Enrolled,Grade,Grade Repetition,Transition Status,Dropout Status,Out of School,Distance to School (km),Midday Meal,Internet Access,Hostel Facility
Karnali,Surkhet,Male,7,No,No,Low,Primary,Private,Yes,4,No,N/A,No,No,0.5,No,Yes,No
Karnali,Western Rukum,Male,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.8,Yes,No,No
Sudurpashchim,Achham,Male,14,Yes,No,Low,Lower Secondary,Public,Yes,7,No,No,No,No,0.2,Yes,Yes,Yes
Sudurpashchim,Baitadi,Male,14,No,No,Very High,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,4.6,No,No,No
Sudurpashchim,Bajhang,Male,8,No,No,Medium,Primary,Private,Yes,1,No,N/A,No,No,3.6,No,Yes,No
Sudurpashchim,Bajura,Male,6,No,No,High,Primary,Public,Yes,2,Yes,N/A,No,No,4.3,Yes,Yes,No
Sudurpashchim,Dadeldhura,Male,14,No,No,Low,Lower Secondary,Private,Yes,6,No,Yes,No,No,3.1,No,Yes,No
Sudurpashchim,Darchula,Female,14,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,2.6,No,Yes,No
Sudurpashchim,Doti,Male,10,No,No,Low,Primary,Private,Yes,3,No,N/A,No,No,2.4,No,Yes,No
Sudurpashchim,Kailali,Female,8,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,0.3,Yes,No,No
Sudurpashchim,Kanchanpur,Female,11,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.7,Yes,No,No
Province 1,Bhojpur,Male,7,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,2.0,Yes,No,No
Province 1,Dhankuta,Female,11,No,No,Medium,Lower Secondary,Private,Yes,8,No,No,No,No,4.7,No,Yes,No
Province 1,Ilam,Male,16,No,No,Medium,Upper Secondary,Public,Yes,12,No,Yes,No,No,4.5,Yes,Yes,No
Province 1,Jhapa,Female,18,Yes,No,Very High,Upper Secondary,Private,Yes,10,Yes,Yes,No,No,1.3,No,Yes,No
Province 1,Khotang,Male,18,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.5,Yes,Yes,No
Province 1,Morang,Male,11,No,No,High,Lower Secondary,Public,Yes,6,No,No,No,No,1.6,Yes,Yes,No
Province 1,Okhaldhunga,Male,8,Yes,Yes,High,Primary,Public,No,3,-,N/A,Yes,No,1.6,No,No,No
Province 1,Panchthar,Male,16,No,No,Medium,Upper Secondary,Public,Yes,10,No,No,No,No,4.9,No,Yes,Yes
Province 1,Sankhuwasabha,Female,8,No,No,Low,Primary,Public,Yes,1,No,N/A,No,No,2.2,Yes,Yes,No
Province 1,Solukhumbu,Female,10,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,0.4,Yes,No,Yes
Province 1,Sunsari,Female,7,No,No,Medium,Primary,Public,Yes,3,Yes,N/A,No,No,0.5,No,No,No
Province 1,Taplejung,Male,16,No,No,Low,Upper Secondary,Public,Yes,12,No,Yes,No,No,4.9,No,Yes,No
Province 1,Terhathum,Female,14,No,No,Very High,Lower Secondary,Private,Yes,8,Yes,Yes,No,No,0.8,No,Yes,No
Province 1,Udayapur,Female,10,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,4.0,No,Yes,No
Madhesh,Bara,Female,11,No,No,Medium,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,4.7,Yes,Yes,No
Madhesh,Dhanusha,Male,8,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,1.3,Yes,Yes,No
Madhesh,Mahottari,Male,11,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.8,Yes,No,No
Madhesh,Parsa,Male,9,No,No,Low,Primary,Public,Yes,1,No,N/A,No,No,1.3,Yes,Yes,No
Madhesh,Rautahat,Male,8,No,No,Very High,Primary,Public,Yes,4,No,N/A,No,No,0.7,No,No,Yes
Madhesh,Saptari,Female,13,Yes,No,Very High,Lower Secondary,Private,Yes,7,No,No,No,No,2.2,No,Yes,No
Madhesh,Sarlahi,Female,10,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,2.9,Yes,No,Yes
Madhesh,Siraha,Female,7,Yes,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,1.9,Yes,No,No
Bagmati,Bhaktapur,Female,13,No,Yes,Low,Lower Secondary,Private,Yes,7,No,Yes,No,No,4.4,No,Yes,No
Bagmati,Chitwan,Male,14,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.1,Yes,No,Yes
Bagmati,Dhading,Male,14,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.6,Yes,No,No
Bagmati,Dolakha,Male,13,No,No,Medium,Lower Secondary,Private,Yes,7,No,No,No,No,1.3,No,Yes,No
Bagmati,Kathmandu,Female,11,No,No,Low,Lower Secondary,Public,No,8,-,N/A,Yes,Yes,1.6,Yes,No,No
Bagmati,Kavrepalanchok,Female,14,No,No,Very High,Lower Secondary,Private,Yes,6,No,Yes,No,No,4.0,No,Yes,No
Bagmati,Lalitpur,Female,10,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,3.2,Yes,No,No
Bagmati,Makwanpur,Female,14,Yes,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.7,Yes,Yes,No
Bagmati,Nuwakot,Female,10,No,No,Medium,Primary,Private,No,2,-,N/A,Yes,Yes,0.7,No,Yes,No
Bagmati,Ramechhap,Male,9,No,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,4.5,No,Yes,No
Bagmati,Rasuwa,Male,12,No,No,High,Lower Secondary,Public,No,6,-,N/A,Yes,Yes,4.8,Yes,Yes,No
Bagmati,Sindhuli,Female,17,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,0.6,Yes,Yes,No
Bagmati,Sindhupalchok,Female,8,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,1.2,Yes,Yes,Yes
Gandaki,Baglung,Male,14,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.8,Yes,Yes,No
Gandaki,Gorkha,Female,9,No,No,High,Primary,Private,Yes,3,No,N/A,No,No,3.4,No,Yes,No
Gandaki,Kaski,Female,6,No,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,0.2,No,No,Yes
Gandaki,Lamjung,Female,13,No,No,Low,Lower Secondary,Public,Yes,7,No,No,No,No,4.2,Yes,Yes,Yes
Gandaki,Manang,Male,12,No,No,High,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,0.7,Yes,No,No
Gandaki,Mustang,Female,8,No,No,Medium,Primary,Public,No,5,-,N/A,Yes,No,4.2,Yes,No,No
Gandaki,Myagdi,Male,9,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,1.3,No,Yes,No
Gandaki,Nawalpur,Female,16,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.3,No,Yes,No
Gandaki,Parbat,Female,8,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,4.0,No,No,No
Gandaki,Syangja,Male,9,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,2.4,Yes,No,Yes
Gandaki,Tanahun,Male,7,No,No,Very High,Primary,Public,Yes,1,Yes,N/A,No,No,1.9,No,No,No
Lumbini,Arghakhanchi,Male,16,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.2,Yes,No,No
Lumbini,Banke,Male,14,No,No,Very High,Lower Secondary,Private,Yes,8,No,No,No,No,0.9,No,Yes,No
Lumbini,Bardiya,Male,10,No,No,Low,Primary,Public,Yes,2,Yes,N/A,No,No,3.9,Yes,Yes,No
Lumbini,Dang,Male,14,Yes,No,Very High,Lower Secondary,Private,Yes,8,No,Yes,No,No,4.5,No,Yes,No
Lumbini,Eastern Rukum,Female,9,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,3.5,Yes,No,No
Lumbini,Gulmi,Female,13,No,No,High,Lower Secondary,Private,Yes,8,No,Yes,No,No,1.1,No,Yes,No
Lumbini,Kapilvastu,Male,11,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.0,Yes,Yes,No
Lumbini,Parasi,Female,10,Yes,No,Medium,Primary,Private,Yes,4,No,N/A,No,No,0.5,No,Yes,No
Lumbini,Palpa,Female,8,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,2.6,No,Yes,Yes
Lumbini,Pyuthan,Male,18,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,2.2,Yes,Yes,No
Lumbini,Rolpa,Female,18,No,No,Very High,Upper Secondary,Private,Yes,9,No,No,No,No,4.9,No,Yes,No
Lumbini,Rupandehi,Male,6,No,No,Very High,Primary,Public,Yes,2,No,N/A,No,No,4.5,Yes,Yes,Yes
Karnali,Dailekh,Female,11,No,No,Medium,Lower Secondary,Public,Yes,6,Yes,Yes,No,No,4.6,No,No,Yes
Karnali,Dolpa,Female,8,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,1.3,No,Yes,No
Karnali,Humla,Male,16,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.6,Yes,No,No
Karnali,Jajarkot,Female,9,No,No,High,Primary,Private,No,1,-,N/A,Yes,No,3.6,No,Yes,Yes
Karnali,Jumla,Female,11,No,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.0,Yes,No,No
Karnali,Kalikot,Female,17,No,No,High,Upper Secondary,Public,Yes,12,No,No,No,No,4.7,Yes,No,No
Karnali,Mugu,Male,14,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.1,No,No,No
Karnali,Salyan,Female,16,No,No,Very High,Upper Secondary,Public,Yes,12,No,No,No,No,2.7,Yes,Yes,No
Karnali,Surkhet,Male,8,No,No,Very High,Primary,Private,Yes,5,No,N/A,No,No,4.1,No,Yes,Yes
Karnali,Western Rukum,Female,8,Yes,No,Low,Primary,Public,Yes,3,No,N/A,No,No,2.3,Yes,Yes,No
Sudurpashchim,Achham,Female,8,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,2.9,No,No,No
Sudurpashchim,Baitadi,Female,6,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,0.6,Yes,Yes,Yes
Sudurpashchim,Bajhang,Female,10,No,No,High,Primary,Public,Yes,2,Yes,N/A,No,No,2.5,Yes,No,Yes
Sudurpashchim,Bajura,Female,14,No,No,Very High,Lower Secondary,Private,Yes,6,No,Yes,No,No,3.4,No,Yes,No
Sudurpashchim,Dadeldhura,Male,13,No,No,Medium,Lower Secondary,Public,No,8,-,N/A,Yes,Yes,1.2,Yes,No,Yes
Sudurpashchim,Darchula,Female,12,No,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.1,Yes,Yes,No
Sudurpashchim,Doti,Female,14,No,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.3,Yes,No,Yes
Sudurpashchim,Kailali,Female,12,Yes,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.7,Yes,No,No
Sudurpashchim,Kanchanpur,Male,16,Yes,No,Medium,Upper Secondary,Public,Yes,12,Yes,Yes,No,No,0.1,Yes,Yes,No
Province 1,Bhojpur,Male,15,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.6,No,No,Yes
Province 1,Dhankuta,Female,11,Yes,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.6,No,No,Yes
Province 1,Ilam,Male,9,No,No,Very High,Primary,Public,Yes,4,Yes,N/A,No,No,0.8,Yes,No,Yes
Province 1,Jhapa,Male,14,No,No,Medium,Lower Secondary,Private,Yes,7,No,No,No,No,2.4,No,Yes,No
Province 1,Khotang,Female,14,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.9,Yes,No,No
Province 1,Morang,Male,17,No,No,Low,Upper Secondary,Private,Yes,11,No,No,No,No,1.1,No,Yes,Yes
Province 1,Okhaldhunga,Male,7,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,4.0,Yes,Yes,No
Province 1,Panchthar,Male,11,No,No,Very High,Lower Secondary,Public,Yes,8,No,No,No,No,0.4,Yes,No,No
Province 1,Sankhuwasabha,Male,14,No,No,High,Lower Secondary,Public,Yes,6,No,No,No,No,0.4,Yes,No,No
Province 1,Solukhumbu,Male,14,No,No,High,Lower Secondary,Private,Yes,8,No,No,No,No,1.5,No,Yes,No
Province 1,Sunsari,Female,10,No,No,Low,Primary,Private,Yes,1,No,N/A,No,No,3.7,No,Yes,Yes
Province 1,Taplejung,Male,14,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.2,No,Yes,No
Province 1,Terhathum,Female,10,Yes,No,High,Primary,Private,No,4,-,N/A,Yes,Yes,0.1,No,Yes,No
Province 1,Udayapur,Female,8,No,No,Very High,Primary,Public,Yes,2,Yes,N/A,No,No,2.1,No,No,No
Madhesh,Bara,Female,12,Yes,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.1,No,No,Yes
Madhesh,Dhanusha,Female,15,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.1,Yes,No,Yes
Madhesh,Mahottari,Female,15,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.6,No,Yes,No
Madhesh,Parsa,Male,8,Yes,No,High,Primary,Private,No,4,-,N/A,Yes,No,0.4,No,Yes,Yes
Madhesh,Rautahat,Male,12,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.8,Yes,Yes,Yes
Madhesh,Saptari,Male,11,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.4,Yes,No,No
Madhesh,Sarlahi,Male,10,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,4.5,Yes,No,Yes
Madhesh,Siraha,Female,9,Yes,No,High,Primary,Private,Yes,2,No,N/A,No,No,0.8,No,Yes,No
Bagmati,Bhaktapur,Male,18,No,No,Medium,Upper Secondary,Public,Yes,11,No,No,No,No,4.9,Yes,No,Yes
Bagmati,Chitwan,Male,14,No,No,High,Lower Secondary,Public,Yes,8,No,No,No,No,3.9,Yes,No,Yes
Bagmati,Dhading,Male,16,No,No,High,Upper Secondary,Public,Yes,12,No,No,No,No,3.7,Yes,No,Yes
Bagmati,Dolakha,Male,14,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.3,Yes,Yes,Yes
Bagmati,Kathmandu,Male,13,No,No,Low,Lower Secondary,Public,Yes,8,No,No,No,No,3.4,No,Yes,No
Bagmati,Kavrepalanchok,Male,13,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.9,Yes,No,Yes
Bagmati,Lalitpur,Male,17,No,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,3.2,No,No,No
Bagmati,Makwanpur,Female,18,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.1,Yes,No,Yes
Bagmati,Nuwakot,Female,7,No,No,Low,Primary,Public,Yes,4,No,N/A,No,No,2.1,Yes,Yes,Yes
Bagmati,Ramechhap,Male,17,Yes,No,Low,Upper Secondary,Public,Yes,9,No,No,No,No,4.8,No,Yes,No
Bagmati,Rasuwa,Female,18,Yes,No,High,Upper Secondary,Public,Yes,9,No,No,No,No,0.7,Yes,No,No
Bagmati,Sindhuli,Male,9,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,3.5,Yes,Yes,No
Bagmati,Sindhupalchok,Male,14,No,No,Low,Lower Secondary,Private,Yes,7,No,No,No,No,2.9,No,Yes,No
Gandaki,Baglung,Male,7,Yes,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,2.2,Yes,Yes,No
Gandaki,Gorkha,Male,9,No,No,Medium,Primary,Public,No,4,-,N/A,Yes,No,1.5,No,No,No
Gandaki,Kaski,Male,12,No,No,High,Lower Secondary,Public,Yes,7,No,No,No,No,1.9,Yes,Yes,No
Gandaki,Lamjung,Male,16,No,No,Medium,Upper Secondary,Private,No,10,-,N/A,Yes,Yes,4.6,No,Yes,Yes
Gandaki,Manang,Female,11,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.3,Yes,Yes,No
Gandaki,Mustang,Male,6,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,1.3,No,Yes,No
Gandaki,Myagdi,Female,6,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,1.0,No,No,No
Gandaki,Nawalpur,Male,7,No,No,Low,Primary,Private,Yes,5,No,N/A,No,No,3.9,No,Yes,No
Gandaki,Parbat,Male,18,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,0.5,No,No,Yes
Gandaki,Syangja,Female,16,Yes,No,Medium,Upper Secondary,Private,Yes,11,Yes,No,No,No,0.6,No,Yes,No
Gandaki,Tanahun,Female,13,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.5,Yes,Yes,No
Lumbini,Arghakhanchi,Female,16,No,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.1,No,Yes,No
Lumbini,Banke,Female,7,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,4.6,Yes,No,Yes
Lumbini,Bardiya,Male,15,No,No,Very High,Upper Secondary,Public,Yes,11,No,No,No,No,4.7,Yes,No,No
Lumbini,Dang,Female,12,No,No,Low,Lower Secondary,Public,Yes,8,No,No,No,No,1.9,Yes,No,No
Lumbini,Eastern Rukum,Male,9,No,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,4.4,Yes,No,No
Lumbini,Gulmi,Female,12,No,No,High,Lower Secondary,Private,Yes,7,No,Yes,No,No,2.5,No,Yes,No
Lumbini,Kapilvastu,Female,18,No,No,Very High,Upper Secondary,Public,Yes,12,No,No,No,No,1.9,Yes,Yes,No
Lumbini,Parasi,Male,13,No,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,2.9,No,No,No
Lumbini,Palpa,Female,8,No,No,Low,Primary,Public,Yes,4,No,N/A,No,No,1.7,Yes,No,No
Lumbini,Pyuthan,Male,18,No,No,High,Upper Secondary,Public,No,10,-,N/A,Yes,No,0.8,No,No,No
Lumbini,Rolpa,Male,10,Yes,No,High,Primary,Private,Yes,1,No,N/A,No,No,1.0,No,Yes,No
Lumbini,Rupandehi,Male,17,No,No,Very High,Upper Secondary,Public,Yes,9,No,No,No,No,2.8,Yes,Yes,No
Karnali,Dailekh,Male,18,No,No,Medium,Upper Secondary,Public,Yes,10,No,No,No,No,4.0,No,No,No
Karnali,Dolpa,Male,16,No,Yes,Low,Upper Secondary,Public,Yes,12,No,Yes,No,No,2.7,Yes,Yes,Yes
Karnali,Humla,Female,18,No,No,Medium,Upper Secondary,Public,Yes,9,No,No,No,No,3.6,Yes,Yes,No
Karnali,Jajarkot,Female,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,4.1,Yes,Yes,No
Karnali,Jumla,Male,6,No,No,Low,Primary,Private,Yes,3,No,N/A,No,No,2.2,No,Yes,Yes
Karnali,Kalikot,Female,11,No,No,Medium,Lower Secondary,Public,Yes,6,No,No,No,No,2.2,No,No,No
Karnali,Mugu,Male,17,Yes,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.8,No,Yes,No
Karnali,Salyan,Male,11,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,3.1,No,Yes,No
Karnali,Surkhet,Male,10,No,No,High,Primary,Private,Yes,5,No,N/A,No,No,0.2,No,Yes,No
Karnali,Western Rukum,Male,18,Yes,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,0.3,Yes,No,Yes
Sudurpashchim,Achham,Male,10,Yes,No,Low,Primary,Public,Yes,1,No,N/A,No,No,2.2,Yes,Yes,No
Sudurpashchim,Baitadi,Male,18,No,No,Medium,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.8,Yes,No,No
Sudurpashchim,Bajhang,Male,14,Yes,No,Very High,Lower Secondary,Public,No,6,-,N/A,Yes,Yes,0.7,No,No,No
Sudurpashchim,Bajura,Female,16,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.5,Yes,Yes,No
Sudurpashchim,Dadeldhura,Male,17,No,No,Low,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,1.0,Yes,Yes,No
Sudurpashchim,Darchula,Male,17,No,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,5.0,No,No,No
Sudurpashchim,Doti,Male,16,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.0,No,Yes,No
Sudurpashchim,Kailali,Female,8,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,0.9,Yes,No,No
Sudurpashchim,Kanchanpur,Female,17,No,Yes,Very High,Upper Secondary,Public,Yes,10,No,No,No,No,1.2,Yes,No,No
Province 1,Bhojpur,Male,13,No,No,Very High,Lower Secondary,Public,Yes,6,No,No,No,No,4.1,No,No,No
Province 1,Dhankuta,Female,12,No,No,Low,Lower Secondary,Public,Yes,7,No,No,No,No,1.1,Yes,No,No
Province 1,Ilam,Female,16,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.4,No,Yes,No
Province 1,Jhapa,Female,9,No,No,Low,Primary,Private,Yes,2,No,N/A,No,No,3.0,No,Yes,No
Province 1,Khotang,Female,10,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,0.9,Yes,No,Yes
Province 1,Morang,Male,13,No,No,High,Lower Secondary,Public,Yes,8,No,No,No,No,0.9,No,Yes,No
Province 1,Okhaldhunga,Female,10,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,1.7,Yes,No,No
Province 1,Panchthar,Male,9,No,No,Very High,Primary,Public,Yes,2,No,N/A,No,No,1.9,No,No,No
Province 1,Sankhuwasabha,Male,9,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,0.3,Yes,No,No
Province 1,Solukhumbu,Male,11,No,No,Low,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,1.7,Yes,No,No
Province 1,Sunsari,Female,16,No,No,High,Upper Secondary,Public,Yes,12,No,No,No,No,3.3,No,No,No
Province 1,Taplejung,Male,11,No,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,2.4,Yes,Yes,No
Province 1,Terhathum,Male,15,Yes,No,Very High,Upper Secondary,Public,Yes,9,Yes,Yes,No,No,1.3,Yes,Yes,No
Province 1,Udayapur,Female,6,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,1.8,Yes,No,Yes
Madhesh,Bara,Male,7,Yes,No,Very High,Primary,Private,No,3,-,N/A,Yes,No,3.7,No,Yes,No
Madhesh,Dhanusha,Female,13,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.4,No,No,No
Madhesh,Mahottari,Female,18,Yes,No,Medium,Upper Secondary,Public,Yes,12,No,Yes,No,No,1.7,Yes,No,No
Madhesh,Parsa,Male,13,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.6,Yes,No,No
Madhesh,Rautahat,Female,15,Yes,No,Low,Upper Secondary,Public,Yes,11,No,No,No,No,2.0,Yes,Yes,No
Madhesh,Saptari,Female,8,No,No,Low,Primary,Public,Yes,4,No,N/A,No,No,3.7,Yes,No,No
Madhesh,Sarlahi,Male,7,No,No,Low,Primary,Private,Yes,3,No,N/A,No,No,4.2,No,Yes,No
Madhesh,Siraha,Female,13,No,No,Very High,Lower Secondary,Public,Yes,8,No,No,No,No,1.7,Yes,Yes,No
Bagmati,Bhaktapur,Female,9,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,3.9,No,Yes,No
Bagmati,Chitwan,Female,10,No,No,Medium,Primary,Private,Yes,3,No,N/A,No,No,0.3,No,Yes,No
Bagmati,Dhading,Female,17,No,No,Medium,Upper Secondary,Private,Yes,10,No,No,No,No,0.3,No,Yes,No
Bagmati,Dolakha,Female,12,No,No,High,Lower Secondary,Private,Yes,7,No,Yes,No,No,0.2,No,Yes,No
Bagmati,Kathmandu,Female,9,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,1.9,Yes,Yes,Yes
Bagmati,Kavrepalanchok,Male,16,No,No,High,Upper Secondary,Public,No,11,-,N/A,Yes,Yes,2.5,No,Yes,No
Bagmati,Lalitpur,Male,12,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,3.6,Yes,No,Yes
Bagmati,Makwanpur,Male,14,No,No,Low,Lower Secondary,Public,Yes,6,No,No,No,No,5.0,Yes,No,Yes
Bagmati,Nuwakot,Male,17,No,No,Very High,Upper Secondary,Public,Yes,9,No,Yes,No,No,2.1,Yes,Yes,No
Bagmati,Ramechhap,Female,16,No,No,High,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,3.3,Yes,No,Yes
Bagmati,Rasuwa,Male,11,No,No,Very High,Lower Secondary,Public,Yes,6,Yes,No,No,No,4.5,No,No,No
Bagmati,Sindhuli,Female,8,No,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,2.2,No,No,No
Bagmati,Sindhupalchok,Male,7,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,1.0,No,No,No
Gandaki,Baglung,Female,8,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,4.2,Yes,Yes,No
Gandaki,Gorkha,Female,9,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,0.3,No,Yes,No
Gandaki,Kaski,Male,14,No,No,High,Lower Secondary,Private,No,6,-,N/A,Yes,Yes,3.1,No,Yes,No
Gandaki,Lamjung,Female,15,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.1,Yes,No,No
Gandaki,Manang,Female,18,No,No,Very High,Upper Secondary,Private,Yes,9,No,No,No,No,0.4,No,Yes,Yes
Gandaki,Mustang,Male,13,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.7,Yes,Yes,No
Gandaki,Myagdi,Male,12,No,No,Medium,Lower Secondary,Public,Yes,8,No,No,No,No,0.9,No,Yes,No
Gandaki,Nawalpur,Male,9,No,No,Low,Primary,Public,Yes,3,No,N/A,No,No,4.5,Yes,No,No
Gandaki,Parbat,Male,14,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.8,Yes,No,No
Gandaki,Syangja,Male,12,No,No,Medium,Lower Secondary,Private,Yes,7,No,Yes,No,No,0.3,No,Yes,Yes
Gandaki,Tanahun,Female,14,Yes,No,Very High,Lower Secondary,Private,Yes,7,No,Yes,No,No,4.7,No,Yes,No
Lumbini,Arghakhanchi,Male,18,No,No,Very High,Upper Secondary,Public,Yes,9,Yes,No,No,No,3.6,Yes,Yes,No
Lumbini,Banke,Female,18,Yes,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.3,Yes,Yes,No
Lumbini,Bardiya,Female,10,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,0.4,Yes,No,Yes
Lumbini,Dang,Female,12,No,No,High,Lower Secondary,Public,Yes,6,No,No,No,No,3.5,No,No,No
Lumbini,Eastern Rukum,Female,15,No,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.9,No,No,No
Lumbini,Gulmi,Female,6,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,3.7,Yes,No,No
Lumbini,Kapilvastu,Male,18,No,Yes,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,1.5,Yes,No,Yes
Lumbini,Parasi,Female,18,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.5,Yes,No,No
Lumbini,Palpa,Female,11,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,3.4,No,Yes,No
Lumbini,Pyuthan,Female,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.8,Yes,No,Yes
